commit,chart_version,images
89ba29c54868c1dc2b917abc5565eab8ef95134b,12.10.1,docker.io/bitnami/redis:6.0.12-debian-10-r33
ab704801a79ec2523cc82759d67e267f8cf7a38f,13.0.0,docker.io/bitnami/redis:6.2.1-debian-10-r36
7c48ded7b69ea8f3646edf9da5b4a7f5590bec1b,13.0.1,docker.io/bitnami/redis:6.2.1-debian-10-r36
4600dcbf1f3bb10490d3381cf2269630b1dc2a4d,13.0.2,docker.io/bitnami/redis:6.2.1-debian-10-r36
49d2fce00049307b2e30c654a287d859c1d3e251,14.0.0,docker.io/bitnami/redis:6.2.1-debian-10-r47
6049e498a1700e60949a763f3681a3240e57b925,14.0.1,docker.io/bitnami/redis:6.2.2-debian-10-r0
af6805587aeebcc36efbab523e2f906a36af2501,14.0.2,docker.io/bitnami/redis:6.2.2-debian-10-r0
943c301359dfba1b028ebd7e37dee7428293e330,14.1.0,docker.io/bitnami/redis:6.2.2-debian-10-r3
6a787e2edec4a2760a3579369307cb7a7e1d94a7,14.1.0,docker.io/bitnami/redis:6.2.2-debian-10-r3
d14bba34ddc0f12d079cc8a406cc94af9e91a5fb,14.1.1,docker.io/bitnami/redis:6.2.3-debian-10-r0
2bcc211bf8f5f830b13d8d37974c22a4ac769a67,14.1.1,docker.io/bitnami/redis:6.2.3-debian-10-r0
c80bd0f6658813234fe80a77c781afff75075e2d,14.2.0,docker.io/bitnami/redis:6.2.3-debian-10-r15
201af34f6a31400b8b8fc43eaf724d095ac6a066,14.2.1,docker.io/bitnami/redis:6.2.3-debian-10-r18
f7b7c1546772b0064fd181667175ba2cd6a6fc89,14.3.0,docker.io/bitnami/redis:6.2.3-debian-10-r18
afab2824036c901b9cacb0d6a2c19a5dd464660c,14.3.1,docker.io/bitnami/redis:6.2.3-debian-10-r18
5643220d32ba9a59744e492a30d4b3a3fe1118a6,14.3.1,docker.io/bitnami/redis:6.2.3-debian-10-r18
9f013578eba9cd46eef1dcb900cef451fdbcf78a,14.3.2,docker.io/bitnami/redis:6.2.3-debian-10-r22
a2f34a14347bb2cd671ad2af04c404d2ef1af92a,14.3.3,docker.io/bitnami/redis:6.2.4-debian-10-r0
c5b90b129e894b61ad7ea4ba1422b39e9f62d1c6,14.3.4,docker.io/bitnami/redis:6.2.4-debian-10-r0
ee4c2fee339f876fa4ac7ad70877434dae449968,14.4.0,docker.io/bitnami/redis:6.2.4-debian-10-r0
0960099f543a76037ee2f09b3ee853154e2d4ac3,14.5.0,docker.io/bitnami/redis:6.2.4-debian-10-r0
100835fdb50266340902056af4f2eb2bb09727b9,14.6.0,docker.io/bitnami/redis:6.2.4-debian-10-r0
691b0b726e2d32481163a7cc86e60eaa0bf12f4a,14.6.1,docker.io/bitnami/redis:6.2.4-debian-10-r11
21cba6c5f0c04a9ec01ed553c09f4fe4575d3130,14.6.2,docker.io/bitnami/redis:6.2.4-debian-10-r13
5c8972eec2a8a854e1956c4524e705a24c7fe908,14.6.3,docker.io/bitnami/redis:6.2.4-debian-10-r13
84e5c5a1abe1501e59bf3a56f2c8c39e09f12cc7,14.6.4,docker.io/bitnami/redis:6.2.4-debian-10-r13
b6023fe679b4fbc68ca49c3e658b98653908c270,14.6.5,docker.io/bitnami/redis:6.2.4-debian-10-r13
309c7c6e5eaab649a1f878c2f59198510086ef37,14.6.6,docker.io/bitnami/redis:6.2.4-debian-10-r13
a9074525f83c97df584fb7ebfe408d57cbb06b22,14.7.0,docker.io/bitnami/redis:6.2.4-debian-10-r13
27b6e4431e129cefb613976aaaf97bc72555aa32,14.7.1,docker.io/bitnami/redis:6.2.4-debian-10-r13
dde06ff6b63a0e0a8bdfa8102e640b5748074ecd,14.7.2,docker.io/bitnami/redis:6.2.4-debian-10-r13
06d8d054bc2a736d133782b09017ee584a96b7fe,14.8.0,docker.io/bitnami/redis:6.2.4-debian-10-r13
0f28955b617c942afdabfcd1093828a062b332f2,14.8.1,docker.io/bitnami/redis:6.2.4-debian-10-r39
25d08519d004307143e561ee92c4bb744a18b3e9,14.8.1,docker.io/bitnami/redis:6.2.4-debian-10-r39
2be11a70b92a01603c1f079eeaff4b00dc4796d6,14.8.2,docker.io/bitnami/redis:6.2.4-debian-10-r39
eb51dc493d9b73b78ab028158a33773a1981d199,14.8.3,docker.io/bitnami/redis:6.2.5-debian-10-r0
7d0372fa90ef57e21b4dbad9da6073bbbbff096d,14.8.4,docker.io/bitnami/redis:6.2.5-debian-10-r0
20e4cad2aad257a4ebc277877651c4a22d9ab783,14.8.5,docker.io/bitnami/redis:6.2.5-debian-10-r0
d298b4996da33c9580c2594e6dc8ad665dd0ebab,14.8.5,docker.io/bitnami/redis:6.2.5-debian-10-r0
6340bff66f93c8c797bda3ca0842e4bf770059f1,14.8.6,docker.io/bitnami/redis:6.2.5-debian-10-r0
169aefa58e77117a6971bacc33112f146f0224df,14.8.7,docker.io/bitnami/redis:6.2.5-debian-10-r0
fe91297fdf3f6c74aee31c423912e4ac19b55c94,14.8.7,docker.io/bitnami/redis:6.2.5-debian-10-r0
baf228384acec844e777485bb1597fb3a62c1faf,14.8.7,docker.io/bitnami/redis:6.2.5-debian-10-r0
a531a7eadcb530de84f59e9ac694c205da9732a5,14.8.8,docker.io/bitnami/redis:6.2.5-debian-10-r11
6c107e835d6caf8db2e8b17dcd48c5971637e013,14.8.8,docker.io/bitnami/redis:6.2.5-debian-10-r11
d50b1f7ec2129fbd171fc4a7ad7399ce223320c6,14.8.9,docker.io/bitnami/redis:6.2.5-debian-10-r11
7d2926a0def8de7fbe17eac8902abbfafbfac206,14.8.10,docker.io/bitnami/redis:6.2.5-debian-10-r11
a133bed2b4524e3b0cdec19413e089e4fbb12013,14.8.11,docker.io/bitnami/redis:6.2.5-debian-10-r11
955949746dd19405ffb6100a180f59a4630bee88,15.0.0,docker.io/bitnami/redis:6.2.5-debian-10-r11
2f07d8476b7666be5a82aa15499303a2e3020afc,15.0.1,docker.io/bitnami/redis:6.2.5-debian-10-r32
da2513bf0a33819f3b1151d387c631a9ffdb03e2,15.0.1,docker.io/bitnami/redis:6.2.5-debian-10-r32
a94d6ce22f27e7bebf4a9ba7dda32d1ddcee4077,15.0.2,docker.io/bitnami/redis:6.2.5-debian-10-r32
6ab1d26d7603cb69f25eadfa5e920216bc368872,15.0.3,docker.io/bitnami/redis:6.2.5-debian-10-r34
18ecfc2b51d8ad64f11968537c03a167726c345d,15.0.4,docker.io/bitnami/redis:6.2.5-debian-10-r34
bc571361bffe4706f9c7182446ceca3d667658e4,15.1.0,docker.io/bitnami/redis:6.2.5-debian-10-r34
a34880b435c1406b9654da25cb7e4adcd360331c,15.2.0,docker.io/bitnami/redis:6.2.5-debian-10-r34
64d5d747b84299ca9f63ea8a586b13870abe31a6,15.2.0,docker.io/bitnami/redis:6.2.5-debian-10-r34
f01935dbde4e3bd9e38106e264e201372ccac710,15.2.1,docker.io/bitnami/redis:6.2.5-debian-10-r34
76764821d7d265fe2b2def0cd43bb84d987e05d5,15.3.0,docker.io/bitnami/redis:6.2.5-debian-10-r34
fc6852fb12d08813f4494ed90a4ba4a7bfe22e1d,15.3.1,docker.io/bitnami/redis:6.2.5-debian-10-r34
6bf9730c7971c9c9365d76c4072e7132443afa30,15.3.2,docker.io/bitnami/redis:6.2.5-debian-10-r34
a235f1e2ba621e2d1d2f001103a6164797ed44e2,15.3.2,docker.io/bitnami/redis:6.2.5-debian-10-r34
bbed5645fc1e93bde1341f50ba47c614b53ba42a,15.3.2,docker.io/bitnami/redis:6.2.5-debian-10-r34
e5ab2e6ecdd6bce800863f154cda524ff9f6c117,15.3.2,docker.io/bitnami/redis:6.2.5-debian-10-r34
ff9f760315ca5be2a00e1474ffe191caa0e4c811,15.3.3,docker.io/bitnami/redis:6.2.5-debian-10-r63
722dead229628a82558540482417ba09cfa844c6,15.4.0,docker.io/bitnami/redis:6.2.5-debian-10-r63
9d60bbdd3b400b3585476f9c0b8e29e5c9e00892,15.4.0,docker.io/bitnami/redis:6.2.5-debian-10-r63
f8ec0a881fda830279eff5c1f320e69a18ac165d,15.4.1,docker.io/bitnami/redis:6.2.6-debian-10-r0
cdcf8c1407a9a23b93fadf513be21ca1f9c7c056,15.4.1,docker.io/bitnami/redis:6.2.6-debian-10-r0
9711a33c6eec72ea79143c4b7574dbe6a148d6b2,15.4.2,docker.io/bitnami/redis:6.2.6-debian-10-r0
225f24fbe8d784c8fa67d57f35d21dd098bf18cd,15.4.2,docker.io/bitnami/redis:6.2.6-debian-10-r0
08910e2ec3ca04e7bb39c4e59d6d078da517b5af,15.5.0,docker.io/bitnami/redis:6.2.6-debian-10-r0
a6751cdd33c461fabbc459fbea6f219ec64ab6b2,15.5.1,docker.io/bitnami/redis:6.2.6-debian-10-r0
bd0a85c26d5ba22f9717f9a487e5473eb9ad9a29,15.5.2,docker.io/bitnami/redis:6.2.6-debian-10-r21
412cf6a513cb0c03444a6e7811c6f27193239a10,15.5.2,docker.io/bitnami/redis:6.2.6-debian-10-r21
035d926d45526472dbf703ea285ebf491c442c8e,15.5.3,docker.io/bitnami/redis:6.2.6-debian-10-r21
5ad65863df163096eb72473cb2a78f5b08189a44,15.5.4,docker.io/bitnami/redis:6.2.6-debian-10-r21
6d6b4d724f8501c1c235f90e4f967e20a4ff91cc,15.5.5,docker.io/bitnami/redis:6.2.6-debian-10-r21
b6c94ab070cc6cbc2244c06c2762a11450ccf7aa,15.6.0,docker.io/bitnami/redis:6.2.6-debian-10-r21
