commit,chart_version,images
b9f89fb08aaea955bcd550878544931c87c711b6,8.2.6,docker.io/bitnami/mysql:8.0.23-debian-10-r0
c5e67a388743cbee28439d2cabca27884b9daf97,8.2.6,docker.io/bitnami/mysql:8.0.23-debian-10-r0
cc2adbc304f681cf8afdf7b45122f15c3c362baa,8.2.7,docker.io/bitnami/mysql:8.0.23-debian-10-r0
20251b62f6af4e6f08fa9dc037171cf08a94d051,8.2.7,docker.io/bitnami/mysql:8.0.23-debian-10-r0
e40c9144b1d5b0843980fea7f3f58a64b59b8ccb,8.2.8,docker.io/bitnami/mysql:8.0.23-debian-10-r0
8176887a474258a7971c39872dbc06f6b26a41dd,8.3.0,docker.io/bitnami/mysql:8.0.23-debian-10-r0
c2497c1c3dab2d14d2977d5c9eaf07046fe6e2d9,8.3.1,docker.io/bitnami/mysql:8.0.23-debian-10-r0
5f095734f92555dec7cd0e3ee961f315eac170ff,8.3.1,docker.io/bitnami/mysql:8.0.23-debian-10-r0
e16aa93a07c45d5bdeffd484d793868d56369cb1,8.4.0,docker.io/bitnami/mysql:8.0.23-debian-10-r0
160d31ff2cf0bb85e9590524b934245112fffddc,8.4.1,docker.io/bitnami/mysql:8.0.23-debian-10-r0
3ff243f982d56b04a2c1b9f3fcb2113db67a891f,8.4.2,docker.io/bitnami/mysql:8.0.23-debian-10-r28
71fb99f541e971b1daafaa20ffb7d18b153b8d60,8.4.3,docker.io/bitnami/mysql:8.0.23-debian-10-r28
870bc4dba1fc3aa55dd157da6687b25e8d352206,8.4.4,docker.io/bitnami/mysql:8.0.23-debian-10-r28
a57bce06d6873bec16442a834208418be44f4980,8.5.0,docker.io/bitnami/mysql:8.0.23-debian-10-r28
50d90407a624e3f432d2eeb640b3113660649893,8.5.1,docker.io/bitnami/mysql:8.0.23-debian-10-r57
9d5aa6ef8af330126610c45e9c28fb0d312c54f1,8.5.2,docker.io/bitnami/mysql:8.0.23-debian-10-r57
cda28edf72032efdab45277bfcaad4435a8b936a,8.5.3,docker.io/bitnami/mysql:8.0.23-debian-10-r84
73554f993093706d8d11f79ca1c335720cb01889,8.5.4,docker.io/bitnami/mysql:8.0.24-debian-10-r0
c868ad1c09a34ff65cb0771ce0712815d09b1000,8.5.5,docker.io/bitnami/mysql:8.0.24-debian-10-r0
fd1656587a007ac9b8e9d895f6b99607fb225f7c,8.5.6,docker.io/bitnami/mysql:8.0.24-debian-10-r0
ee5597c86b1cd3587fb50feb1dbc7518195c8cab,8.5.7,docker.io/bitnami/mysql:8.0.24-debian-10-r0
17013ee1c19752c93aa8cf9d33aa4a768aa1b9bd,8.5.8,docker.io/bitnami/mysql:8.0.25-debian-10-r0
fff8fc696a7caf8d800296539eee99fdb1a5d5ad,8.5.9,docker.io/bitnami/mysql:8.0.25-debian-10-r11
9c9070e3fb43c8c6cfbc11d9f78ff7c17d61f6b6,8.5.10,docker.io/bitnami/mysql:8.0.25-debian-10-r16
75f4494c85cf7e32bfefe9c0d4d83c1ccfbee8ea,8.6.0,docker.io/bitnami/mysql:8.0.25-debian-10-r16
e83e5dc8d3ad4fa0fdd5001cc3424e4852cf5bd2,8.6.1,docker.io/bitnami/mysql:8.0.25-debian-10-r16
586c399ede22b977ebc2fc664b90e6f9f7f0c7ee,8.6.2,docker.io/bitnami/mysql:8.0.25-debian-10-r16
